Time: 4.83, Decolonized Patient: 973812141
Time: 1195.39, Decolonized Patient: 77900736
Time: 1196.73, Decolonized Patient: 2147270668
Time: 1198.16, Decolonized Patient: 1497055947
Time: 1200.59, Decolonized Patient: 210945860
Time: 1200.67, Decolonized Patient: 1335277849
Time: 1201.01, Decolonized Patient: 756546011
Time: 1201.06, Decolonized Patient: 915174007
Time: 1201.19, Decolonized Patient: 2048967057
Time: 1201.96, Decolonized Patient: 1173962859
Time: 1203.38, Decolonized Patient: 1853183290
Time: 1205.44, Decolonized Patient: 724537440
Time: 1205.59, Decolonized Patient: 978525564
Time: 1206.10, Decolonized Patient: 2030539996
Time: 1206.16, Decolonized Patient: 619185381
Time: 1208.13, Decolonized Patient: 685127931
Time: 1208.47, Decolonized Patient: 1170412912
Time: 1208.59, Decolonized Patient: 117974687
Time: 1208.84, Decolonized Patient: 1231698828
Time: 1208.97, Decolonized Patient: 1233810191
Time: 1209.90, Decolonized Patient: 1184677625
Time: 1210.02, Decolonized Patient: 2021659723
Time: 1210.24, Decolonized Patient: 1164525147
Time: 1210.57, Decolonized Patient: 747518758
Time: 1210.59, Decolonized Patient: 563872136
Time: 1213.54, Decolonized Patient: 1944772860
Time: 1215.40, Decolonized Patient: 1185137002
Time: 1216.00, Decolonized Patient: 1499911899
Time: 1216.56, Decolonized Patient: 1602289125
Time: 1216.66, Decolonized Patient: 1435874334
Time: 1216.90, Decolonized Patient: 1782733267
Time: 1217.25, Decolonized Patient: 1252166215
Time: 1217.25, Decolonized Patient: 51624165
Time: 1217.89, Decolonized Patient: 807156726
Time: 1218.29, Decolonized Patient: 1755238130
Time: 1218.37, Decolonized Patient: 98343580
Time: 1218.69, Decolonized Patient: 2105009407
Time: 1220.21, Decolonized Patient: 1467463138
Time: 1220.29, Decolonized Patient: 1636946821
Time: 1221.24, Decolonized Patient: 2015243923
Time: 1221.77, Decolonized Patient: 990191215
Time: 1222.32, Decolonized Patient: 141982229
Time: 1222.55, Decolonized Patient: 278222214
Time: 1222.57, Decolonized Patient: 989375599
Time: 1223.07, Decolonized Patient: 881995810
Time: 1223.26, Decolonized Patient: 1017774953
Time: 1223.34, Decolonized Patient: 241091717
Time: 1223.45, Decolonized Patient: 1545466776
Time: 1223.51, Decolonized Patient: 1145913205
Time: 1223.73, Decolonized Patient: 1574256466
Time: 1223.81, Decolonized Patient: 804045463
Time: 1224.19, Decolonized Patient: 342928151
Time: 1224.25, Decolonized Patient: 2065913331
Time: 1224.38, Decolonized Patient: 502399502
Time: 1225.40, Decolonized Patient: 252487953
Time: 1226.30, Decolonized Patient: 1192260251
Time: 1226.61, Decolonized Patient: 937179528
Time: 1228.68, Decolonized Patient: 1379096314
Time: 1228.93, Decolonized Patient: 1979925935
Time: 1229.29, Decolonized Patient: 721761284
Time: 1229.55, Decolonized Patient: 1283065873
Time: 1229.98, Decolonized Patient: 1098059221
Time: 1230.76, Decolonized Patient: 627026092
Time: 1231.13, Decolonized Patient: 1452049516
Time: 1231.36, Decolonized Patient: 1648876930
Time: 1231.89, Decolonized Patient: 695124741
Time: 1232.04, Decolonized Patient: 90733654
Time: 1232.65, Decolonized Patient: 1252166215
Time: 1233.08, Decolonized Patient: 2111857927
Time: 1233.69, Decolonized Patient: 110589093
Time: 1233.78, Decolonized Patient: 1170288231
Time: 1234.65, Decolonized Patient: 28020708
Time: 1234.93, Decolonized Patient: 500517178
Time: 1235.36, Decolonized Patient: 1462485891
Time: 1236.70, Decolonized Patient: 309192496
Time: 1237.74, Decolonized Patient: 636639314
Time: 1238.20, Decolonized Patient: 2076772393
Time: 1238.41, Decolonized Patient: 1921864087
Time: 1238.83, Decolonized Patient: 171036600
Time: 1239.94, Decolonized Patient: 271811294
Time: 1240.36, Decolonized Patient: 1752719969
Time: 1240.83, Decolonized Patient: 1653722815
Time: 1241.51, Decolonized Patient: 424029011
Time: 1241.71, Decolonized Patient: 946197373
Time: 1241.72, Decolonized Patient: 1539606648
Time: 1242.70, Decolonized Patient: 2057692015
Time: 1242.87, Decolonized Patient: 462490985
Time: 1243.51, Decolonized Patient: 710848719
Time: 1244.18, Decolonized Patient: 824309897
Time: 1244.25, Decolonized Patient: 1574459408
Time: 1244.64, Decolonized Patient: 937179528
Time: 1245.11, Decolonized Patient: 361365457
Time: 1246.95, Decolonized Patient: 1007151024
Time: 1247.44, Decolonized Patient: 256166652
Time: 1247.92, Decolonized Patient: 1606874867
Time: 1248.64, Decolonized Patient: 720377908
Time: 1249.55, Decolonized Patient: 2106358030
Time: 1250.73, Decolonized Patient: 1052188697
Time: 1251.51, Decolonized Patient: 1718613203
Time: 1251.98, Decolonized Patient: 1969840515
Time: 1254.64, Decolonized Patient: 1613088402
Time: 1254.90, Decolonized Patient: 77390460
Time: 1256.44, Decolonized Patient: 232831239
Time: 1256.75, Decolonized Patient: 1959528863
Time: 1257.90, Decolonized Patient: 341634723
Time: 1258.05, Decolonized Patient: 1113178552
Time: 1258.75, Decolonized Patient: 692388976
Time: 1259.00, Decolonized Patient: 319867283
Time: 1259.36, Decolonized Patient: 2108979592
Time: 1259.52, Decolonized Patient: 133722203
Time: 1260.19, Decolonized Patient: 1853463038
Time: 1260.48, Decolonized Patient: 443701119
Time: 1261.28, Decolonized Patient: 36559502
Time: 1261.37, Decolonized Patient: 221777159
Time: 1261.46, Decolonized Patient: 7176103
Time: 1261.88, Decolonized Patient: 1090932343
Time: 1262.75, Decolonized Patient: 2003980626
Time: 1263.20, Decolonized Patient: 1557004331
Time: 1263.93, Decolonized Patient: 1037864178
Time: 1264.71, Decolonized Patient: 332130471
Time: 1264.75, Decolonized Patient: 1502139886
Time: 1265.30, Decolonized Patient: 1762904298
Time: 1265.58, Decolonized Patient: 381586939
Time: 1266.45, Decolonized Patient: 1675500499
Time: 1266.85, Decolonized Patient: 559074757
Time: 1267.01, Decolonized Patient: 1338142574
Time: 1268.03, Decolonized Patient: 2006805928
Time: 1268.13, Decolonized Patient: 646622257
Time: 1268.60, Decolonized Patient: 1976451741
Time: 1268.96, Decolonized Patient: 1649155285
Time: 1269.01, Decolonized Patient: 1797152111
Time: 1270.12, Decolonized Patient: 151010408
Time: 1270.83, Decolonized Patient: 1485407194
Time: 1271.11, Decolonized Patient: 506888854
Time: 1271.49, Decolonized Patient: 1003578210
Time: 1271.61, Decolonized Patient: 1965528779
Time: 1271.96, Decolonized Patient: 1482484599
Time: 1274.99, Decolonized Patient: 946580530
Time: 1275.58, Decolonized Patient: 560771155
Time: 1275.83, Decolonized Patient: 1737585773
Time: 1276.68, Decolonized Patient: 1391263877
Time: 1279.28, Decolonized Patient: 544327792
Time: 1280.29, Decolonized Patient: 1831992565
Time: 1280.30, Decolonized Patient: 1663239554
Time: 1280.77, Decolonized Patient: 656539642
Time: 1280.78, Decolonized Patient: 2054444119
Time: 1280.84, Decolonized Patient: 1589972115
Time: 1281.27, Decolonized Patient: 1076082795
Time: 1282.00, Decolonized Patient: 2127981705
Time: 1282.00, Decolonized Patient: 1452049516
Time: 1282.85, Decolonized Patient: 1975526693
Time: 1286.06, Decolonized Patient: 1682677778
Time: 1286.88, Decolonized Patient: 95446492
Time: 1287.13, Decolonized Patient: 1190284618
Time: 1287.79, Decolonized Patient: 690303735
Time: 1288.24, Decolonized Patient: 1323545798
Time: 1289.26, Decolonized Patient: 1895871103
Time: 1289.95, Decolonized Patient: 260149219
Time: 1290.07, Decolonized Patient: 2131977153
Time: 1290.20, Decolonized Patient: 1358206767
Time: 1291.06, Decolonized Patient: 2088512794
Time: 1291.86, Decolonized Patient: 1864059049
Time: 1292.99, Decolonized Patient: 1702704742
Time: 1293.60, Decolonized Patient: 2081421948
Time: 1293.64, Decolonized Patient: 972775378
Time: 1294.25, Decolonized Patient: 2095522634
Time: 1294.53, Decolonized Patient: 1012347130
Time: 1294.64, Decolonized Patient: 636970392
Time: 1294.64, Decolonized Patient: 1849782428
Time: 1294.96, Decolonized Patient: 1151781384
Time: 1295.17, Decolonized Patient: 544478141
Time: 1295.35, Decolonized Patient: 1863465440
Time: 1296.20, Decolonized Patient: 1122132114
Time: 1296.68, Decolonized Patient: 1187803285
Time: 1296.90, Decolonized Patient: 460363308
Time: 1297.15, Decolonized Patient: 400630939
Time: 1297.88, Decolonized Patient: 689804240
Time: 1298.12, Decolonized Patient: 1357294002
Time: 1299.27, Decolonized Patient: 1190284618
Time: 1301.00, Decolonized Patient: 1103408401
Time: 1302.46, Decolonized Patient: 1343844721
Time: 1302.57, Decolonized Patient: 873651411
Time: 1302.99, Decolonized Patient: 471616051
Time: 1303.80, Decolonized Patient: 1240339395
Time: 1304.05, Decolonized Patient: 376287534
Time: 1304.68, Decolonized Patient: 457112252
Time: 1304.87, Decolonized Patient: 1738736078
Time: 1306.17, Decolonized Patient: 1022729020
Time: 1306.61, Decolonized Patient: 1702724616
Time: 1306.76, Decolonized Patient: 424124868
Time: 1307.22, Decolonized Patient: 1130777920
Time: 1307.66, Decolonized Patient: 1762764290
Time: 1307.83, Decolonized Patient: 587966690
Time: 1307.91, Decolonized Patient: 241658675
Time: 1307.97, Decolonized Patient: 267522785
Time: 1307.98, Decolonized Patient: 1705094625
Time: 1308.17, Decolonized Patient: 1356467026
Time: 1309.47, Decolonized Patient: 1702730825
Time: 1309.50, Decolonized Patient: 1788152366
Time: 1310.27, Decolonized Patient: 6848996
Time: 1310.57, Decolonized Patient: 1372941773
Time: 1312.38, Decolonized Patient: 1190284618
Time: 1312.54, Decolonized Patient: 892306916
Time: 1315.30, Decolonized Patient: 1331426793
Time: 1315.36, Decolonized Patient: 38311454
Time: 1316.44, Decolonized Patient: 765597634
Time: 1317.27, Decolonized Patient: 951320078
Time: 1317.33, Decolonized Patient: 481665180
Time: 1317.48, Decolonized Patient: 743782450
Time: 1317.78, Decolonized Patient: 2061336382
Time: 1319.85, Decolonized Patient: 516150536
Time: 1320.12, Decolonized Patient: 590048593
Time: 1321.36, Decolonized Patient: 1862642388
Time: 1322.77, Decolonized Patient: 388052566
Time: 1323.36, Decolonized Patient: 295793411
Time: 1323.46, Decolonized Patient: 488771944
Time: 1325.06, Decolonized Patient: 1187250602
Time: 1325.29, Decolonized Patient: 972229753
Time: 1326.44, Decolonized Patient: 265803821
Time: 1326.47, Decolonized Patient: 805760129
Time: 1326.74, Decolonized Patient: 61541604
Time: 1326.83, Decolonized Patient: 734883540
Time: 1326.89, Decolonized Patient: 282056513
Time: 1327.16, Decolonized Patient: 1509032089
Time: 1327.84, Decolonized Patient: 1069389329
Time: 1327.98, Decolonized Patient: 1942385813
Time: 1328.26, Decolonized Patient: 1810882935
Time: 1329.40, Decolonized Patient: 1855437201
Time: 1329.87, Decolonized Patient: 826982930
Time: 1332.61, Decolonized Patient: 507934579
Time: 1332.65, Decolonized Patient: 1903446276
Time: 1332.81, Decolonized Patient: 1202014055
Time: 1332.87, Decolonized Patient: 2013185214
Time: 1334.03, Decolonized Patient: 1128165170
Time: 1334.40, Decolonized Patient: 689338325
Time: 1334.58, Decolonized Patient: 27723067
Time: 1334.85, Decolonized Patient: 489469796
Time: 1337.11, Decolonized Patient: 2055382038
Time: 1337.87, Decolonized Patient: 1996169937
Time: 1338.88, Decolonized Patient: 1597653984
Time: 1339.28, Decolonized Patient: 2087510466
Time: 1339.51, Decolonized Patient: 376287534
Time: 1339.71, Decolonized Patient: 406474344
Time: 1340.29, Decolonized Patient: 461556028
Time: 1340.53, Decolonized Patient: 1622198804
Time: 1340.94, Decolonized Patient: 701080493
Time: 1341.51, Decolonized Patient: 1195090901
Time: 1342.05, Decolonized Patient: 1155742966
Time: 1342.15, Decolonized Patient: 564663106
Time: 1342.17, Decolonized Patient: 1961022990
Time: 1343.01, Decolonized Patient: 1058116582
Time: 1343.78, Decolonized Patient: 1954589067
Time: 1343.96, Decolonized Patient: 743782450
Time: 1344.38, Decolonized Patient: 1017267795
Time: 1344.60, Decolonized Patient: 1513974157
Time: 1345.03, Decolonized Patient: 783080954
Time: 1347.47, Decolonized Patient: 300571537
Time: 1349.84, Decolonized Patient: 386620413
Time: 1350.11, Decolonized Patient: 638618284
Time: 1350.31, Decolonized Patient: 183253517
Time: 1351.13, Decolonized Patient: 1612812839
Time: 1352.34, Decolonized Patient: 2126383322
Time: 1353.39, Decolonized Patient: 826982930
Time: 1353.76, Decolonized Patient: 1792435688
Time: 1355.00, Decolonized Patient: 270012593
Time: 1355.25, Decolonized Patient: 1976061100
Time: 1355.27, Decolonized Patient: 1105299315
Time: 1356.04, Decolonized Patient: 1878350640
Time: 1356.23, Decolonized Patient: 451167013
Time: 1356.50, Decolonized Patient: 1931089071
Time: 1357.10, Decolonized Patient: 27723067
Time: 1357.73, Decolonized Patient: 2048289630
Time: 1357.84, Decolonized Patient: 402269017
Time: 1357.96, Decolonized Patient: 1827151218
Time: 1358.27, Decolonized Patient: 1368200032
Time: 1358.64, Decolonized Patient: 545480139
Time: 1358.73, Decolonized Patient: 633867841
Time: 1359.06, Decolonized Patient: 785606820
Time: 1359.67, Decolonized Patient: 1883999003
Time: 1359.99, Decolonized Patient: 1248662074
Time: 1360.63, Decolonized Patient: 1812257669
Time: 1360.85, Decolonized Patient: 1789040410
Time: 1361.33, Decolonized Patient: 267061683
Time: 1361.62, Decolonized Patient: 1799468075
Time: 1362.34, Decolonized Patient: 90891159
Time: 1362.45, Decolonized Patient: 816293772
Time: 1363.34, Decolonized Patient: 1812257669
Time: 1363.85, Decolonized Patient: 649489946
Time: 1364.11, Decolonized Patient: 1883999003
Time: 1364.48, Decolonized Patient: 1541721680
Time: 1365.17, Decolonized Patient: 1351415846
Time: 1365.46, Decolonized Patient: 188455100
Time: 1365.59, Decolonized Patient: 1541721680
Time: 1366.92, Decolonized Patient: 733424123
Time: 1367.63, Decolonized Patient: 1549591341
Time: 1368.14, Decolonized Patient: 1750115025
Time: 1369.77, Decolonized Patient: 1806248794
Time: 1370.04, Decolonized Patient: 355758938
Time: 1371.90, Decolonized Patient: 1344458827
Time: 1372.35, Decolonized Patient: 568569541
Time: 1372.63, Decolonized Patient: 1665526679
Time: 1372.76, Decolonized Patient: 1236720382
Time: 1372.83, Decolonized Patient: 1463998690
Time: 1373.61, Decolonized Patient: 684943086
Time: 1374.05, Decolonized Patient: 928511251
Time: 1375.36, Decolonized Patient: 892866517
Time: 1375.37, Decolonized Patient: 1822783837
Time: 1375.55, Decolonized Patient: 1470018875
Time: 1375.82, Decolonized Patient: 978430923
Time: 1376.65, Decolonized Patient: 1337076602
Time: 1377.88, Decolonized Patient: 1669275435
Time: 1379.17, Decolonized Patient: 1169947483
Time: 1379.59, Decolonized Patient: 1698257067
Time: 1379.63, Decolonized Patient: 1883999003
Time: 1380.38, Decolonized Patient: 1430691316
Time: 1380.49, Decolonized Patient: 2035483686
Time: 1380.62, Decolonized Patient: 1634541390
Time: 1380.72, Decolonized Patient: 374377655
Time: 1381.66, Decolonized Patient: 1798140713
Time: 1381.83, Decolonized Patient: 1666933144
Time: 1382.03, Decolonized Patient: 238263151
Time: 1382.52, Decolonized Patient: 140787335
Time: 1383.28, Decolonized Patient: 664855725
Time: 1383.52, Decolonized Patient: 1293314782
Time: 1383.60, Decolonized Patient: 1189685712
Time: 1383.85, Decolonized Patient: 331318442
Time: 1383.90, Decolonized Patient: 1285182171
Time: 1384.51, Decolonized Patient: 1885508025
Time: 1384.88, Decolonized Patient: 1097108512
Time: 1385.45, Decolonized Patient: 417146498
Time: 1385.73, Decolonized Patient: 1138795122
Time: 1386.16, Decolonized Patient: 1545771197
Time: 1386.72, Decolonized Patient: 252547533
Time: 1387.53, Decolonized Patient: 1160969367
Time: 1387.91, Decolonized Patient: 586184347
Time: 1387.95, Decolonized Patient: 1405448232
Time: 1388.78, Decolonized Patient: 696937904
Time: 1389.05, Decolonized Patient: 867034619
Time: 1389.31, Decolonized Patient: 1271146480
Time: 1389.80, Decolonized Patient: 1976061100
Time: 1390.51, Decolonized Patient: 321262935
Time: 1390.89, Decolonized Patient: 1842775830
Time: 1390.94, Decolonized Patient: 716448478
Time: 1391.51, Decolonized Patient: 1773439075
Time: 1392.26, Decolonized Patient: 2013467012
Time: 1392.40, Decolonized Patient: 275547382
Time: 1393.87, Decolonized Patient: 1517928152
Time: 1394.10, Decolonized Patient: 1330931336
Time: 1394.18, Decolonized Patient: 1197977512
Time: 1394.30, Decolonized Patient: 1667766069
Time: 1394.39, Decolonized Patient: 1880344592
Time: 1394.41, Decolonized Patient: 2005517624
Time: 1394.56, Decolonized Patient: 744758160
Time: 1395.48, Decolonized Patient: 1685488697
Time: 1397.00, Decolonized Patient: 1022146362
Time: 1397.39, Decolonized Patient: 1084963891
Time: 1398.09, Decolonized Patient: 1811489566
Time: 1398.65, Decolonized Patient: 729144103
Time: 1399.05, Decolonized Patient: 856114555
Time: 1399.53, Decolonized Patient: 231905792
Time: 1399.87, Decolonized Patient: 1141362207
Time: 1400.38, Decolonized Patient: 1087861310
Time: 1401.18, Decolonized Patient: 1491723766
Time: 1401.24, Decolonized Patient: 1543892065
Time: 1401.34, Decolonized Patient: 1410319051
Time: 1401.61, Decolonized Patient: 767675067
Time: 1401.81, Decolonized Patient: 1932006958
Time: 1401.88, Decolonized Patient: 508977634
Time: 1402.02, Decolonized Patient: 490853219
Time: 1402.20, Decolonized Patient: 79356987
Time: 1402.34, Decolonized Patient: 1777354608
Time: 1402.48, Decolonized Patient: 1384590197
Time: 1403.14, Decolonized Patient: 990833951
Time: 1403.62, Decolonized Patient: 964985718
Time: 1403.71, Decolonized Patient: 503518480
Time: 1404.20, Decolonized Patient: 329375888
Time: 1404.92, Decolonized Patient: 821103654
Time: 1405.72, Decolonized Patient: 2002524324
Time: 1406.71, Decolonized Patient: 959900452
Time: 1406.81, Decolonized Patient: 454669561
Time: 1407.15, Decolonized Patient: 1201197433
Time: 1407.76, Decolonized Patient: 520594609
Time: 1409.29, Decolonized Patient: 672896667
Time: 1409.56, Decolonized Patient: 729144103
Time: 1410.03, Decolonized Patient: 373210660
Time: 1410.19, Decolonized Patient: 530356482
Time: 1410.28, Decolonized Patient: 1338632997
Time: 1410.68, Decolonized Patient: 1850525482
Time: 1411.49, Decolonized Patient: 1373342680
Time: 1411.54, Decolonized Patient: 540839677
Time: 1412.15, Decolonized Patient: 101613864
Time: 1412.41, Decolonized Patient: 218108413
Time: 1413.81, Decolonized Patient: 1048056458
Time: 1414.30, Decolonized Patient: 673039912
Time: 1414.93, Decolonized Patient: 287572151
Time: 1416.65, Decolonized Patient: 259124995
Time: 1416.86, Decolonized Patient: 1414079333
Time: 1417.23, Decolonized Patient: 1967534164
Time: 1418.67, Decolonized Patient: 601337727
Time: 1419.92, Decolonized Patient: 510315834
Time: 1420.07, Decolonized Patient: 355968718
Time: 1420.58, Decolonized Patient: 388492990
Time: 1421.41, Decolonized Patient: 1197726489
Time: 1421.61, Decolonized Patient: 610984662
Time: 1422.27, Decolonized Patient: 1865111290
Time: 1422.36, Decolonized Patient: 522696165
Time: 1423.08, Decolonized Patient: 59922094
Time: 1423.23, Decolonized Patient: 1098563766
Time: 1423.79, Decolonized Patient: 377767168
Time: 1423.84, Decolonized Patient: 818797576
Time: 1423.98, Decolonized Patient: 558099265
Time: 1424.05, Decolonized Patient: 1768451040
Time: 1424.35, Decolonized Patient: 567112089
Time: 1424.60, Decolonized Patient: 1490584753
Time: 1425.11, Decolonized Patient: 1181982083
Time: 1426.85, Decolonized Patient: 67435882
Time: 1427.47, Decolonized Patient: 42571530
Time: 1427.83, Decolonized Patient: 266388278
Time: 1428.60, Decolonized Patient: 593185558
Time: 1428.71, Decolonized Patient: 1530314915
Time: 1429.02, Decolonized Patient: 119788810
Time: 1429.14, Decolonized Patient: 672896667
Time: 1429.39, Decolonized Patient: 973863844
Time: 1429.94, Decolonized Patient: 951131201
Time: 1430.05, Decolonized Patient: 672792857
Time: 1431.63, Decolonized Patient: 1029377410
Time: 1432.23, Decolonized Patient: 424588671
Time: 1432.70, Decolonized Patient: 1972057279
Time: 1433.02, Decolonized Patient: 103389612
Time: 1433.05, Decolonized Patient: 702821055
Time: 1433.10, Decolonized Patient: 1526421361
Time: 1433.36, Decolonized Patient: 2039545567
Time: 1433.53, Decolonized Patient: 1178801155
Time: 1435.03, Decolonized Patient: 1403309521
Time: 1436.25, Decolonized Patient: 1999634672
Time: 1436.28, Decolonized Patient: 1839735849
Time: 1436.97, Decolonized Patient: 184483172
Time: 1437.51, Decolonized Patient: 119759560
Time: 1437.62, Decolonized Patient: 1571521157
Time: 1437.69, Decolonized Patient: 816464697
Time: 1437.99, Decolonized Patient: 634021562
Time: 1438.69, Decolonized Patient: 1057286796
Time: 1438.82, Decolonized Patient: 135243520
Time: 1439.89, Decolonized Patient: 1730312479
Time: 1439.95, Decolonized Patient: 1133906895
Time: 1440.16, Decolonized Patient: 1354854927
Time: 1441.63, Decolonized Patient: 1178801155
Time: 1442.81, Decolonized Patient: 2035704530
Time: 1442.97, Decolonized Patient: 144706570
Time: 1443.14, Decolonized Patient: 109927266
Time: 1443.20, Decolonized Patient: 1088846925
Time: 1443.83, Decolonized Patient: 1573233395
Time: 1444.42, Decolonized Patient: 1888565239
Time: 1446.11, Decolonized Patient: 1998672826
Time: 1446.19, Decolonized Patient: 1587863697
Time: 1446.32, Decolonized Patient: 1119630408
Time: 1446.66, Decolonized Patient: 1057628763
Time: 1447.84, Decolonized Patient: 860761578
Time: 1448.16, Decolonized Patient: 159814150
Time: 1448.86, Decolonized Patient: 1739135876
Time: 1449.98, Decolonized Patient: 1279646195
Time: 1450.04, Decolonized Patient: 599877372
Time: 1451.26, Decolonized Patient: 189040840
Time: 1452.10, Decolonized Patient: 101613864
Time: 1452.17, Decolonized Patient: 1271029276
Time: 1453.34, Decolonized Patient: 1160570520
Time: 1454.18, Decolonized Patient: 147595881
Time: 1454.29, Decolonized Patient: 1316061116
Time: 1454.96, Decolonized Patient: 535554933
Time: 1456.82, Decolonized Patient: 1277296811
Time: 1456.98, Decolonized Patient: 304794298
Time: 1457.86, Decolonized Patient: 1119488386
Time: 1457.89, Decolonized Patient: 1802129644
Time: 1457.95, Decolonized Patient: 736809348
Time: 1457.98, Decolonized Patient: 319212235
Time: 1457.98, Decolonized Patient: 668570385
Time: 1458.47, Decolonized Patient: 1880227469
Time: 1458.80, Decolonized Patient: 1307396645
Time: 1459.20, Decolonized Patient: 796770869
Time: 1459.43, Decolonized Patient: 1257415967
Time: 1459.94, Decolonized Patient: 1086621482
Time: 1460.09, Decolonized Patient: 1871678339
Time: 1460.60, Decolonized Patient: 1503665993
Time: 1462.95, Decolonized Patient: 1739864503
Time: 1463.90, Decolonized Patient: 490537539
Time: 1465.00, Decolonized Patient: 1998321808
Time: 1465.86, Decolonized Patient: 1941026329
Time: 1465.95, Decolonized Patient: 1539036629
Time: 1465.95, Decolonized Patient: 652177666
Time: 1466.28, Decolonized Patient: 787182626
Time: 1466.49, Decolonized Patient: 514120783
Time: 1467.20, Decolonized Patient: 190511336
Time: 1467.28, Decolonized Patient: 1627181389
Time: 1467.39, Decolonized Patient: 779811937
Time: 1468.21, Decolonized Patient: 8340830
Time: 1468.27, Decolonized Patient: 2078600420
Time: 1468.42, Decolonized Patient: 1553985599
Time: 1468.45, Decolonized Patient: 452601456
Time: 1468.47, Decolonized Patient: 180130436
Time: 1468.54, Decolonized Patient: 491005599
Time: 1469.09, Decolonized Patient: 229034992
Time: 1469.30, Decolonized Patient: 709836494
Time: 1470.50, Decolonized Patient: 1889697614
Time: 1470.82, Decolonized Patient: 1306550619
Time: 1471.30, Decolonized Patient: 1703213780
Time: 1471.99, Decolonized Patient: 2140264796
Time: 1472.06, Decolonized Patient: 439892661
Time: 1472.69, Decolonized Patient: 1732323494
Time: 1472.84, Decolonized Patient: 323017480
Time: 1473.21, Decolonized Patient: 2033458006
Time: 1473.49, Decolonized Patient: 1752974568
Time: 1474.42, Decolonized Patient: 37992907
Time: 1475.47, Decolonized Patient: 1640113627
Time: 1475.48, Decolonized Patient: 1329285973
Time: 1475.73, Decolonized Patient: 1431522897
Time: 1476.30, Decolonized Patient: 837867834
Time: 1476.53, Decolonized Patient: 672896667
Time: 1476.54, Decolonized Patient: 2059446456
Time: 1476.59, Decolonized Patient: 1152494087
Time: 1477.71, Decolonized Patient: 444924605
Time: 1478.57, Decolonized Patient: 706481009
Time: 1479.84, Decolonized Patient: 1000470590
Time: 1480.45, Decolonized Patient: 143104961
Time: 1480.47, Decolonized Patient: 136607190
Time: 1480.56, Decolonized Patient: 248391493
Time: 1480.68, Decolonized Patient: 1663134243
Time: 1481.32, Decolonized Patient: 898780177
Time: 1481.37, Decolonized Patient: 1192607524
Time: 1482.40, Decolonized Patient: 2007327638
Time: 1482.78, Decolonized Patient: 1723459715
Time: 1482.93, Decolonized Patient: 173537599
Time: 1483.53, Decolonized Patient: 1008277175
Time: 1483.74, Decolonized Patient: 1777227482
Time: 1485.29, Decolonized Patient: 1230044305
Time: 1486.09, Decolonized Patient: 1115994054
Time: 1486.35, Decolonized Patient: 463904010
Time: 1488.05, Decolonized Patient: 1876711894
Time: 1488.25, Decolonized Patient: 542112392
Time: 1489.23, Decolonized Patient: 104642853
Time: 1489.63, Decolonized Patient: 777265104
Time: 1490.02, Decolonized Patient: 766584800
Time: 1490.62, Decolonized Patient: 882112654
Time: 1490.80, Decolonized Patient: 483904824
Time: 1490.81, Decolonized Patient: 1566173772
Time: 1491.62, Decolonized Patient: 1385292640
Time: 1492.08, Decolonized Patient: 550398423
Time: 1493.01, Decolonized Patient: 1850525482
Time: 1494.80, Decolonized Patient: 590625200
Time: 1495.12, Decolonized Patient: 1387573020
Time: 1495.64, Decolonized Patient: 301733698
Time: 1495.82, Decolonized Patient: 1087417234
Time: 1495.90, Decolonized Patient: 450834406
Time: 1496.15, Decolonized Patient: 853375084
Time: 1496.54, Decolonized Patient: 1748248886
Time: 1496.96, Decolonized Patient: 1917212344
Time: 1497.57, Decolonized Patient: 841613391
Time: 1497.60, Decolonized Patient: 1088524314
Time: 1497.82, Decolonized Patient: 66738624
Time: 1498.26, Decolonized Patient: 870861863
Time: 1498.30, Decolonized Patient: 238299329
Time: 1498.34, Decolonized Patient: 785142213
Time: 1498.64, Decolonized Patient: 1240566629
Time: 1498.66, Decolonized Patient: 1813475089
Time: 1498.83, Decolonized Patient: 2127033255
Time: 1499.23, Decolonized Patient: 1224355573
Time: 1500.06, Decolonized Patient: 1380622037
Time: 1500.22, Decolonized Patient: 1930952829
Time: 1500.70, Decolonized Patient: 1361008181
Time: 1500.77, Decolonized Patient: 543897469
Time: 1500.78, Decolonized Patient: 274754037
Time: 1501.19, Decolonized Patient: 835660215
Time: 1501.52, Decolonized Patient: 183030599
Time: 1502.07, Decolonized Patient: 999761469
Time: 1502.20, Decolonized Patient: 248391493
Time: 1503.50, Decolonized Patient: 690487423
Time: 1504.87, Decolonized Patient: 2141017023
Time: 1505.95, Decolonized Patient: 960779622
Time: 1505.97, Decolonized Patient: 1857751809
Time: 1506.21, Decolonized Patient: 1813215629
Time: 1506.22, Decolonized Patient: 2066589835
Time: 1506.61, Decolonized Patient: 752476082
Time: 1507.75, Decolonized Patient: 1884899372
Time: 1508.28, Decolonized Patient: 697931357
Time: 1508.38, Decolonized Patient: 1967986894
Time: 1508.98, Decolonized Patient: 871144962
Time: 1509.65, Decolonized Patient: 1070479009
Time: 1509.81, Decolonized Patient: 1556429856
Time: 1511.29, Decolonized Patient: 1698896983
Time: 1511.47, Decolonized Patient: 2087705819
Time: 1511.88, Decolonized Patient: 916351599
Time: 1512.85, Decolonized Patient: 815664407
Time: 1513.22, Decolonized Patient: 501984229
Time: 1513.27, Decolonized Patient: 178622578
Time: 1513.59, Decolonized Patient: 987525630
